Ibaloi_word,Pronunciation,POS,English_word,Ibaloi_synonyms,Ibaloi_sentence,English_sentence,Notes,isNew
jen,,,,,Marikit jen balasang | Sikami jen pamilja ket kami ka mengan shi do-ongan ni baley mi. | Eshakel e buwek nen nanang ko jen emputi. | Ebadeg e digat nen nanang niman jen  ashe las tatang.,"Beautiful Lady | We as a family we eat under the house. | My mother has so many white hair. | The life of my mother was hard, when our father past away.",,TRUE
jet,JUHT,conj,"then, and then, so","et, djet",,,,FALSE
joggao,JOG-gaw,n,rice porridge,,,,,FALSE
joh’joh’kow,JOH-JOH-kow,n,fern creepers,,,,,FALSE
joh’kow,JOH-kow,adj,sleepy,,Kita ka un joh'kow nu kajem e tabtabalan.,It's sleep-inducing when boyfriend/girlfriend is being talk about.,,FALSE
joksos,JOK-sos,n,"sadness, melancholy",,,,,FALSE
jon,,,,,,,,TRUE
ka-asi,ka-AH-si,adj,pitiful,,,,,FALSE
ka-et,KHA-eet,n,"fellowmen, company, kin, relatives","aishe afil id, bunak, ka-it",,,,FALSE
ka-it,KHA-eet,n,"relatives, kin","aishe afil id, bunak, ka-et",,,,FALSE
ka-ong,KAH-ong,n,pig,,,,,FALSE
ka-ubingan,kah-oo-bee-NGAN,n,"contemporary, of the same age or generation",,,,,FALSE
kabajo,kah-vah-JOH,n,horse,,,,,FALSE
kabjon,KHAB-jon,n,sharp pronged hoe,,,,,FALSE
kadasan,kah-dah-SAN,n,"forest, woods, jungle",,Bfadeg huta en an kon kadasan.,I saw a big wood.,,FALSE
kaenbulbulow,kah-uhn-bol-bol-OW,v,barking,,,,,FALSE
kaensogsog,,,,,,,,TRUE
kafu,KHAH-foo,n,"cause, start","dason, kafuan",,,,FALSE
kafuan,kah-FOO-an,n,"cause, reason beginning, ancestors, forefathers","dason, kafu",,,,FALSE
kahoy,kah-HOY,n,casava,,,,,FALSE
kah’dang,kah-DANG,n,crab,katih’dang,,,,FALSE
kah’gwat,kah-GWAT,v,reach for,"bah’guwit, kao-at",Kah'gwat mo ga ima mangka.,Can you reach for the mango.,,FALSE
kai,,,,,,,,TRUE
kajem,KAH-juhm,n,,,Kita ka un joh'kow nu kajem e tabtabalan.,It's sleep-inducing when boyfriend/girlfriend is being talk about.,,TRUE
kajoan,,,,,,,,TRUE
kajom,,,,,,,,TRUE
kak,,,,,,,,TRUE
kakara,kah-KAH-rah,n/v,"purpose, intention, objective",,,,,FALSE
kakonsensiyaan,,,,,,,,TRUE
kala,kah-LAH,v,come,,,,,FALSE
kaledjay,kah-LUHD-jay,v,come here,,,,,FALSE
kaledjo,kah-LUH-joh,v,come,,,,,FALSE
kaligat,,,,,,,,TRUE
kalikatan,kah-lee-KAH-tan,adj,"hardest, most difficult",,,,,FALSE
kalimkeman,kah-LEEM-keh-man,n,eyelashes,,,,,FALSE
kaljang,,,,,,,,TRUE
kalkal,kal-KAL,v,chew,ngalngal,,,,FALSE
kalnero,kal-NEH-roh,n,lamb,,,,,FALSE
kalsa,KAL-sah,n,cymbal used during the ceremonial dance,,,,,FALSE
kalumot,khah-loo-MOT,n,"fingers, toe/s",,,,,FALSE
kalut,kah-LOOT,n/v,"string, rope, or anything that can be used for tying; to tie, to bind",ipagghod,,,,FALSE
kambang,kahm-BANG,n,"copper, vat",dangkeng,,,,FALSE
kamengan,,,,,,,,TRUE
kamesita,kah-meh-SEE-tah,n,undershirt,,,,,FALSE
kamon,,,,,,,,TRUE
kangangam,,,,,,,,TRUE
kani-an,kah-NEE-ahn,v,hurry,,,,,FALSE
kantil,kan-TEEL,adj,"naughty, mischievous",,,,,FALSE
kao-at,kah-oh-AT,v,reach for,"bah’guwit, kah’gwat",,,,FALSE
kaon,,,,,,,,TRUE
kaootik,,,,,,,,TRUE
kapamilyam,,,,,,,,TRUE
kapasnekan,,,,,,,,TRUE
kapin-,,,,,,,,TRUE
kapin-showa,,,,,,,,TRUE
kapkap,kap-KAP,v,"feel, grope","capcap, kuwit",,,,FALSE
kapnekan,,,,,,,,TRUE
karakdan,,,most people;,,,,,TRUE
karakel,kah-rah-KEL,n,"quantity, degree",,,,,FALSE
karing,kah-RING,n,bracelet,,,,,FALSE
karkaro,,,,,,,,TRUE
kasasaad,,,,,,,,TRUE
kasat,kah-SAT,n,"fate, luck",,,,,FALSE
kasda-ao,kahs-dah-AO,adj,"unusual, surprising",,,,,FALSE
katas,kah-TAS,n,milk,,,,,FALSE
katel,kah-TEL,n/v,itch,,,,,FALSE
katih’dang,kah-TEEH-dang,n,crab,kah’dang,,,,FALSE
katin,kah-TEEN,n,"footprint; v step on, tread",,,,,FALSE
kato,kah-TOH,n,"type of mushroom, small and brownish",,,,,FALSE
kau,,,,,,,,TRUE
kavol,,,basis;,,,,,TRUE
kawedo,kah-WEH-doh,av,on the eighth day,,,,,FALSE
kawil,kah-WEEL,n,bowl made from coconut shell,,,,,FALSE
kawitan,kah-WEE-tan,n,rooster,,,,,FALSE
kay,,,,,,,,TRUE
kaya,,,,,,,,TRUE
kayengkeng,kah-yeng-KENG,n,"spasm, tremor",,,,,FALSE
kaykayot,kay-kah-YOT,n,"clothes, rags, old and tattered clothes",baro,Kinamkam to huta kaykayot chi kwadto. | Angken aleben sigurado ket entuloy to ladta. | Memmodod ak ga ni payong mo.,She picked up all the rags from the room. | Even if its unsure she/he continued to do it. | Can I borrow your umbrella.,,FALSE
kayo,,,,,,,,TRUE
kayon,,,,,,,,TRUE
kedked,ked-KED,v,cut up,,,,,FALSE
kedot,keh-DOT,n,"a ceremonial rite accompanied by feasting, singing (chanting), and sometimes dancing",,,,,FALSE
kedpel,ked-PEL,n/v,"blow, box, strike",kelbig,,,,FALSE
kedti-il,ked-TEE-eel,n,stamina,,,,,FALSE
kefut,keh-FOOT,n,small backside; v scare,,,,,FALSE
kehing,keh-HING,n,little finger,,,,,FALSE
keikeiy,kay-KAY,n,motion,,,,,FALSE
kelao,keh-LA-oh,n,calf,,,,,FALSE
kelbig,kel-BIG,n/v,"box, strike",kedpel,,,,FALSE
keling,keh-LING,n,bird with a red spot on its neck,,,,,FALSE
keljao,kel-JA-oh,v,"shout, yell, sream",,,,,FALSE
kelmeg,kel-MEG,v,"hold onto, grasp",,,,,FALSE
kemkem,kem-KEM,v,hold tightly,,,,,FALSE
kemkeman,kehm-keh-MAN,n,eyelids,,,,,FALSE
kemkemti,kuhm-KUHM-tee,n,firefly,,,,,FALSE
kentoman,ken-toh-MAN,n,"sweet, gelatinous, red rice grown in the highlands",en-amis,,,,FALSE
kerol,keh-ROL,n,thunder,kirol,,,,FALSE
kes-en,KES-en,v,heave,,,,,FALSE
keshew,KEH-shoo,v,ask,,,,,FALSE
ket,,,,,"Huta asok ket ayop ja shili. | Sikami jen pamilja ket kami ka mengan shi do-ongan ni baley mi. | si tatang ko ket na-enshi nunta 2018. | Angken aleben sigurado ket entuloy to ladta. | Say emausal ma ja almas niman ja tempo ket aliwena paltog, nu di ket Esel nen Apo.","My dog is too tamed. | We as a family we eat under the house. | My dad past away back 2018. | Even if its unsure she/he continued to do it. | In this present time, the weapon used is not a gun, but the Word of God.",,TRUE
ketdang,ket-DANG,n,"camote/yam vine ready to plant; v snap, break",buwey,,,,FALSE
ketdi,,,,,,,,TRUE
keteb,kuh-TUHB,n,bedbug,,,,,FALSE
kevot,keh-VOT,v,steal,,,,,FALSE
kewal,keh-WAHL,v,"mix, stir",,,,,FALSE
khaet,,,,,,,,TRUE
kias,KEE-ahs,n/v,"hiss, swish, swoosh",,,,,FALSE
kih’nit,kih-NEET,n/v,wink,,,,,FALSE
kih’not,kih-NOT,v,pick the bone clean,,,,,FALSE
kilog,KEE-log,v,fry,"isengdit, isengdiw",,,,FALSE
kilot,KEE-lot,n,mud; av muddy,,,,,FALSE
kimat,kee-MAHT,n,lightning,,,,,FALSE
kina,,,,,,,,TRUE
kinagwapo,,,,,,,,TRUE
kinamarekit,,,,,,,,TRUE
kinapateg,,,,,,,,TRUE
kinashakel,,,,,,,,TRUE
kini-nitan,,,,,,,,TRUE
kinuntalan,,,,,,,,TRUE
kirol,kee-ROL,n,thunder,kerol,,,,FALSE
kita,,,,,Kita ka un joh'kow nu kajem e tabtabalan.,It's sleep-inducing when boyfriend/girlfriend is being talk about.,,TRUE
kitedjo,kee-TEH-jo,pro,"us, we",kito,,,,FALSE
kito,KEE-toh,pro,"us, we",kitedjo,,,,FALSE
kiyow,KEE-yow,n,"tree, wood",,,,,FALSE
ko'y,,,,,,,,TRUE
koho,KOH-hoh,n,fingernails,,,,,FALSE
komod,koh-MOD,n,heel,,,,,FALSE
koton,koh-TON,n,ant/s,,,,,FALSE
kuh’shit,kuh-SHEET,v,"kindle, light a match",,,,,FALSE
kura,KOO-rah,n,cap,cadovong,,,,FALSE
kurab,koo-RAB,adj,blind,,,,,FALSE
kuvat,koo-VAT,n,war,,,,,FALSE
kuwit,koo-WEET,v,"touch, feel, nudge, make a pass at",kapkap,,,,FALSE
ladta,,,Ladta;,,Pilak ladta e piyan ni caracdan.,Money is what the majority wants.,,TRUE
lola,loh-LAH,n,grandmother,,,,,FALSE
lolang,loh-LANG,n,grandmother,,,,,FALSE
lolo,LOH-loh,n,grandfather,,,,,FALSE
lolong,loh-LONG,n,grandfather,,,,,FALSE
ma-ali,mah-AH-lee,v,"coming, here he/she comes",mansebi,,,,FALSE
ma-anos,mah-AH-nos,adj,patient,,,,,FALSE
ma-asas,mah-AH-sas,adj,"visible, can be seen",,,,,FALSE
ma-ikot,mah-EE-kot,adj,selfish,,,,,FALSE
ma-ingpis,mah-ing-PEES,adj,"thin, flimsy",epigghot,,,,FALSE
ma-is,mah-EES,n,corn,,,,,FALSE
ma-oy-oyok,mah-oy-OY-ok,adj,"submissive, meek, obedient, tolerant",mavaba-ing,,,,FALSE
ma-u-oggip,mah-oo-OG-gip,adj,asleep,,,,,FALSE
ma-u-owap,mah-oo-OH-wap,adj,"liar, untruthful",,,,,FALSE
ma-ukip,mah-OO-keep,v,"to sleep, will sleep",,,,,FALSE
maakseptar,,,,,,,,TRUE
maanapan,,,,,,,,TRUE
maayshian,,,,,,,,TRUE
madibhan,,,,,,,,TRUE
madmad,mad-MAD,n/v,"prayer, pray, ask for blessing/s",,,,,FALSE
madtes,mad-TES,n,Tuesday,,,,,FALSE
mafidi,,,,,,,,TRUE
mafispis,mah-FIS-pis,adj,"choosy, picky",,,,,FALSE
mahedsel,mah-HED-sel,adj,"bad, evil","cotay, maladamsis, nga-ow",,,,FALSE
mahelting,mah-HEL-ting,adj,"fair, pretty",mamapteng,,,,FALSE
mahina,mah-HEE-nah,n,machine,,,,,FALSE
mah’kes,mah-KES,n,"grief, sorrow",,,,,FALSE
mah’ma-en,mah-mah-EN,v,"cause to worsen, add oil to the fire (id)",,,,,FALSE
mah’mah’ket,mah-mah-KET,adj,"quiet, silent, shy",mavaba-ing,,,,FALSE
mah’shem,mah-SHEM,av,afternoon,,,,,FALSE
makajasi,,,,,,,,TRUE
makshel,,,,,,,,TRUE
mala,,,,,,,,TRUE
maladamsis,mah-lah-dahm-SEES,adj,"bad, evil","cotay, mahedsel, nga-ow",,,,FALSE
malamang,mah-lah-MANG,adj/av,"doubtful, doubtfully",,,,,FALSE
malka,MAL-kah,n/v,mark,,,,,FALSE
mam,MAHM,prefix,as a prefix to a verb means to or will/shall,,,,,FALSE
mama,MAH-mah,n,betel nut (usually chewed with lime),,,,,FALSE
mamajat,,,,,,,,TRUE
mamapteng,mah-map-TENG,adj,"beautiful, pretty, lovely",mahelting,,,,FALSE
mambajokjok,mam-bah-JOK-jok,v,"running water, water gushing",,,,,FALSE
mambebngis,mam-BEB-ngis,v,growing,,,,,FALSE
mambejo,mam-beh-HO,v,"to pound rice, pounding rice",,,,,FALSE
mambudang,mam-boo-DANG,v,two or more animals in a fight with their heads and horns smashing against one another,,,,,FALSE
mambudo,mam-BOO-doh,v,washing/will wash one’s hands,,,,,FALSE
mambunget,mam-BOON-get,adj,angry,,,,,FALSE
mambuniyang,mam-boo-nee-YANG,v,"glowing in the dark, afire, aglow",,,,,FALSE
mambunong,mam-BOO-nong,n,native priest/priestess,,,,,FALSE
mampusos,mam-poo-SOS,v,to hang oneself,,,,,FALSE
man,MAHN,prefix,as a prefix to a verb means to; indicates the progressive or the future tense,,,,,FALSE
man-a-agujuk,man-ah-ah-goo-JOOK,v,walking slowly or stealthily,,,,,FALSE
man-a-atong,man-ah-ah-TONG,adj,"feverish, hot","en-atong, masedang",,,,FALSE
man-adiam,man-ah-DEE-ahm,v,"go all the time, to frequent a place",,,,,FALSE
man-adivay,man-ah-DEE-vay,v,"play, visit with",adivay,,,,FALSE
man-ah’sek,man-ah-SEHK,v,"planting, will plant",,,,,FALSE
man-akbot,man-AHK-bot,v,"to bundle up, to pack up",,,,,FALSE
man-as-asneng,man-ahs-ahs-NENG,av,"unwilling, hesitant",,,,,FALSE
man-asil,man-ah-SEEL,v,"to play, playing, will play",,,,,FALSE
man-bangdo,man-BANG-doh,adj,fragrant,,Man-bangdo e naiduton sira.,The food prepared smells good.,,FALSE
man-cabdong,man-kab-DONG,v,"to swim, swimming",,,,,FALSE
man-cakak,man-kah-KAK,adj,hollow,,,,,FALSE
man-e-kad,,,,,,,,TRUE
man-ekad,man-eh-KAD,v,"walking, will walk",,,,,FALSE
man-emtang,man-em-TANG,adj,"crazy, insane","bagtit, ban-ag, eban-ag, man-engngao",,,,FALSE
man-engngao,man-eng-NGAO,adj,crazy,"bagtit, ban-ag, eban-ag, man-emtang",,,,FALSE
man-enni,man-EN-nee,v,"to harvest, harvesting, will harvest",epiten,,,,FALSE
man-esol,man-eh-SOL,v,"fetching water, will fetch water",,,,,FALSE
man-imon,man-EE-mon,v,be jealous,,,,,FALSE
man-ingnges,man-ing-NGES,v,"be the same, be like",,,,,FALSE
man-iyaman,man-ee-YAH-man,v,"be grateful, be thankful",,,,,FALSE
man-manok,man-man-OK,n,"fowl, chickens",,,,,FALSE
man-o-ota,man-oh-OH-tah,v,"vomiting, feeling nauseated",,,,verb form with prefix man- (“doing”) from root ota (“vomit”),FALSE
man-od-odop,man-od-oh-DOP,v,going together,,,,,FALSE
man-ubda,man-OOB-dah,,will work,,,,,FALSE
man-ukan,man-OO-kahn,v,to cook,,,,,FALSE
man-uma,,,,,,,,TRUE
man-urodop,man-oo-roh-DOP,v,"go all together, go simultaneously",,,,,FALSE
manbebayutok,man-beh-bah-yoo-TOHK,v,"tears falling, tears running down the cheeks",,,,,FALSE
manbedin,man-beh-DEEN,v,"to become, will become",manbodia,,,,FALSE
manbiyeng,man-bee-YENG,v,going fast,,,,,FALSE
manbodia,man-boh-DEE-ah,v,"watching, will become",manbedin,,,,FALSE
manbonbontog,man-bon-bon-TOG,v,acting slowly or sluggishly,,,,,FALSE
manbunga,man-BOO-ngah,v,flowering,,,,,FALSE
manbunget,man-BOON-get,v,is angry,,manbunget bangon bulow,Bark is angry and will get up,,FALSE
manbungog,man-BOO-ngog,v,resounding,,,,,FALSE
mandagbo,,,"to earn, earning;",,,,,TRUE
mandasniyang,man-dahs-nee-YANG,v,can be seen through,,,,,FALSE
mandebos,man-deh-BOS,v,"to go naked, undress",,,,,FALSE
mandekdek,man-dek-DEK,v,"stalk, to spy on",,,,,FALSE
mandileng-et,man-dee-LENG-et,v,"perspiring, sweating",,,,,FALSE
mandining,man-dee-NING,adj,"shining, glittering",,,,,FALSE
manduto,,,"cooking, will cook;",,,,,TRUE
manemnem,man-em-NEM,adj,"wise, sagacious, thoughtful",,,,,FALSE
manengngis,man-eng-NGIS,v,crying,,,,,FALSE
mangka,MANG-kah,n,mango,,,,,FALSE
mangka-idinggin-eti,mang-KAH ee-DING-gin EH-tee,v,sweating profusely,,,,,FALSE
mangkakatel,mang-kah-kah-TEL,adj,itchy,,,,,FALSE
mani,,,,,,,,TRUE
manipud,,,,,,,,TRUE
manital,man-ee-TAL,adj,"awake, jolly, lively, pert, witty",,,,,FALSE
manjasjas,man-JAS-jas,v,"breathing, alive","ebiag, ebiyag",,,,FALSE
manjoh’kow,man-JOH-kow,v,"be sleepy, be drowsy",,,,,FALSE
mankansiyon,man-kan-see-YON,v,"singing, will sing",,,,,FALSE
mankeiykeiy,man-KAY-kee-KAY,v,moving,,,,,FALSE
mankuh’ku-shep,man-koo-KOO-shep,v,flickering,,,,,FALSE
manmano,man-MAH-no,av/adj,"seldom, rarely; unique",,,,,FALSE
manmanok,man-mah-NOK,n,"fowl, birds",,,,,FALSE
manok,MAH-nok,n,"hen, chicken",,,,,FALSE
manotnot,man-OT-not,adj/v,"gossipy, gossip monger, gossip",,,,,FALSE
manpedit,man-peh-DEET,v,getting to be expensive,,,,,FALSE
manpukes,man-POO-kes,v,have a haircut,,,,,FALSE
mansada,,,"to dance;
  2. dancing, will dance;",,,,,TRUE
mansah’dat,man-sah-DAT,v,change,,,,,FALSE
mansebi,man-SEH-bee,v,"approaching, coming",ma-ali,,,,FALSE
mansedangat,man-seh-DAH-ngat,adj,very hot and spicy,,,,,FALSE
manshah’dop,man-shah-DOP,v,"to wash one’s face, washing one’s face",,,,,FALSE
manshanag,man-SHAH-nag,,worrying,,,,,FALSE
manshashala,man-sha-SHAH-lah,v,bleeding,,,,,FALSE
mansheguat,man-sheh-GWAHT,v,"to pray, to ask",ibaggha,,,,FALSE
manshinamag,,,,,,,,TRUE
manshushuwa,man-shoo-SHOO-wah,v,to be undecided,,,,,FALSE
mansih’bok,man-seeh-BOHK,n/v,"seer, clairvoyant; to foresee, to read into the future",,,,,FALSE
mansinulat,,,,,,,,TRUE
mansudat,man-soo-DAT,,will write,,,,,FALSE
mantetbal,,,,,,,,TRUE
mantinawag,,,,,,,,TRUE
mantiyap,man-TEE-yap,v,"soaring, to/will soar/fly",,,,,FALSE
mantuned,man-too-NED,v,"to plant rice, planting rice",,,,,FALSE
map-mapteng,map-map-TUHNG,n,better,,,,,FALSE
marama,mah-RAH-mah,av,"on going, in progress",,,,,FALSE
maranum,mah-RAH-noom,adj,"juicy, moist",,,,,FALSE
marikit,mah-REE-kit,n/adj,young lady,,Marikit jen balasang,Beautiful Lady,,FALSE
marinal,mah-REE-nal,adj,"bold, confident",,,,,FALSE
marunong,mah-ROO-nong,adj,"good, trustworthy",masiya,,,,FALSE
mas,,,,,,,,TRUE
masbali,mas-BAH-lee,conj,"even if, better yet, rather",angken,,,,FALSE
masda-aow,mas-dah-AH-ow,v,to be surprised,,,,,FALSE
masdo,MAS-doh,adj,"hardworking, industrious",,,,,FALSE
masedang,mah-seh-DANG,adj,"hot, spicy","en-atong, man-a-atong",,,,FALSE
mashel,mah-SHEL,adj,thick,,,,,FALSE
masiguat,mah-see-GWAHT,av,"occupied, pre-occupied, busy",,,,,FALSE
masih’met,mah-seeh-MET,adj,"willing, eager",,,,,FALSE
masiya,mah-SEE-yah,adj,"good, suitable, bountiful",marunong,,,,FALSE
maskulado,mas-koo-LAH-doh,adj,muscular,,,,,FALSE
mata,mah-TAH,n,eye/s,,"Ekurab e mata nen lolok, kabol ni cellphone.","My grandfather eyes was blind, because of cellphone.",,FALSE
mateba,mah-TEH-bah,adj,"stout, fat",,,,,FALSE
mavaba-ing,mah-vah-bah-ING,adj,"shy, meek, humble","ma-oy-oyok, mah’mah’ket",Mavaba-ing tep eshakel e to-o.,Too shy with so many people,,FALSE
mavatan,,,,,,,,TRUE
maviden,,,,,,,,TRUE
may,,,,,"En amis numan e Dipig ja balat nu may shek-shek. | Edavi ma, asan ta mwan may tuloy nu kabasan.","Dipig' banana is delicious when boiled. | It's already night, let's continue again tomorrow.",,TRUE
may-aknan,mai-AHK-nahn,v,will be given,,,,,FALSE
may-ibong,mai-EE-bong,v,"will be spilled, will be thrown",,,,,FALSE
may-ukan,,,,,,,,TRUE
mayat,,,okay,,Mayat i cadovong ko. | mayat numan in pan adivay sha,My hat is nice. | they had a good conversation experience,,TRUE
mayka-ngit,,,,,,,,TRUE
maykuwan,mai-koo-WAHN,v,"to say, to tell, will tell",ikuwan,Maykuwan e uston dekna.,Tell your true feelings.,,FALSE
maymayat,,,,,,,,TRUE
maypidit,,,,,,,,TRUE
maysudat,mai-soo-DAHT,,will be written,,,,,FALSE
mebbedin,meh-beh-DEEN,v,can be,,,,,FALSE
medisdismaya,,,,,,,,TRUE
meki,,,,,,,,TRUE
mekkan,MEHK-kahn,n/v,"food, to be eaten",,,,,FALSE
mekkeman,MEHK-keh-mahn,v,"to participate, be part of",,,,,FALSE
mekpes,,,,,,,,TRUE
meksayan,mek-SA-yan,v,"to be reduced, to lessen",,,,,FALSE
melaeng,,,,,,,,TRUE
memengit,,,,,,,,TRUE
memmodod,mem-mo-DOD,v,act of borrowing,,Memmodod ak ga ni payong mo.,Can I borrow your umbrella.,,FALSE
menanahot,me-na-na-HOT,adj,"frightful, dangerous, risky, scary",dagghud,,,,FALSE
menanekshek,me-na-nek-SHEK,v,boiling,"balekbek, menekshek",,,,FALSE
menangshang,me-nang-SHANG,v,to warm one’s self before a fire,,,,,FALSE
menekshek,me-nek-SHEK,v,boiling,"balekbek, menanekshek",,,,FALSE
meng-ngungusil,meng-ngu-ngu-SIL,v,"coming after, running after",pan-usila,,,"agentive, reduplicated form",FALSE
mengan,meng-AN,v,"to eat, will eat",,Sikami jen pamilja ket kami ka mengan shi do-ongan ni baley mi.,We as a family we eat under the house.,,FALSE
mengasuva,,,,,,,,TRUE
mengdot,meng-DOT,v,perform some rites presided by a priest/priestess and inevitably accompanied by partying and merrymaking,,,,,FALSE
mengenit,,,,,,,,TRUE
mengenop,meng-eh-NOHP,v,"to hunt, will hunt",,,,,FALSE
mengesawa,meng-eh-sah-WAH,v,to get married,,,,,FALSE
mengeshem,meng-eh-SHEM,v,"to court, woo",,,,,FALSE
mengi-pa-pe-daw,,,,,,,,TRUE
mengikowan,,,,,,,,TRUE
mengisingpet,,,,,,,,TRUE
mengmag,,,,,,,,TRUE
mengnap,,,,,Aligwena enam-ay ma niman ja tempo ja mengnap ni pan dagbo-ab.,Today's it's not easy to find a job to earn a living,,TRUE
mengngebig,meng-neh-BEEG,v,to curse,,,,,FALSE
mengngesim,meng-neh-SEEM,v,will harvest/pick,,,,,FALSE
menmek,,,,,,,,TRUE
mennakshak,men-nak-SHAHK,v,"crossing, going across",,,,,FALSE
mepaay,,,,,,,,TRUE
meppangdo,mep-pahng-DOH,v,"go first, be ahead",,,,,FALSE
mesepol,meh-se-POHL,v,"need, have to",,,,,FALSE
meskitan,mes-kee-TAHN,v,"exposed to the sun, get sunburned",,,,,FALSE
metey,,,,,,,,TRUE
midkoles,mid-KOH-les,n,Wednesday,,,,,FALSE
mirasol,mee-rah-SOHL,n,sunflower,,,,,FALSE
misu-ot,mee-soo-OHT,n/v,frown,,,,,FALSE
mo's,,,,,,,,TRUE
mo'y,,,you,,,,,TRUE
moak,,,,,,,,TRUE
mogadi,,,,,,,,TRUE
mon,,,,,,,,TRUE
motit,moh-TEET,n,wildcat,,,,,FALSE
motok,,,,,,,,TRUE
mowan,moh-WAHN,av,again,,,,,FALSE
mul-ok,mool-OHK,n,"damp, mist",ulep,,,,FALSE
mutit,moo-TEET,n,wildcat,,,,,FALSE
mutok,moo-TOK,n/v,arrival; to arrive,,,,,FALSE
mwak,,,,,,,,TRUE
na-aggang,nah-AH-gang,adj,hungry,,,,,FALSE
na-akow,NA-a-kow,av,daylight,eguagua,,,,FALSE
na-anod,na-AH-nod,v,drowned,,,,,FALSE
na-atiw,na-AH-tiw,v/adj,lost,"edighao, na-avak",Na-atiw i pilak ko ni nashem,My money was lost yesterday,,FALSE
na-avak,na-AH-vak,v,lost,"edighao, na-atiw",,,,FALSE
na-detan,,,,,,,,TRUE
na-enshi,na-UHN-shee,v,"disappeared, gone",,si tatang ko ket na-enshi nunta 2018.,My dad past away back 2018.,,FALSE
na-oghes,NA-oh-ghes,adj,"ugly, homely",,,,,FALSE
na-uma,nah-OO-mah,adj,"bored, tired of",,,,,FALSE
na-unod,nah-oo-NOD,v,"was last, left behind, lagged behind",,,,,FALSE
naages,,,,,,,,TRUE
naegjatan,,,,,,,,TRUE
naha,,,,,,,,TRUE
nahol,,,nahol;,,,,,TRUE
nah’busan,NAH-boo-san,v,"depleted, run out of, breathed one’s last, died",,,,,FALSE
nah’detan,NAH-duh-tan,v,"full of weeds, grassy",,,,,FALSE
nah’guwek,NAH-gwuhk,v,fell into a hole or a pit,,,,,FALSE
nah’ma,NAH-mah,v,"entranced, possessed, under a spell",,,,,FALSE
nah’peg,NAH-puhg,v,satisfied,nah’peggan,,,,FALSE
nah’peggan,NAH-puhg-gan,v,"contented, satisfied",nah’peg,,,,FALSE
nah’shem,NAH-shuhm,av,yesterday,,,,,FALSE
nah’tan,NAH-tan,v,"change habitat, left from one place to go to another",,,,,FALSE
nah’tengan,NAH-tuh-ngan,adj,"old, mature, ancient",,,,,FALSE
nah’ti-an,NAH-tee-an,v,dried up,,,,,FALSE
nak,,,,,,,,TRUE
naksayan,nak-sa-YAN,v,"reduced, lessened",,,,,FALSE
naksheng,NAK-shuhng,v,"finished, done",,,,,FALSE
naktel,NAK-tuhl,v,"chilled, soaked in the rain, wet","embasa, nalbeng",,,,FALSE
nalbeng,NAL-buhng,adj,wet,"embasa, naktel",Nalbeng eh dilos ko.,My watch is wet.,,FALSE
nalpeng,nal-PUHNG,v,"lost consciousness, fainted",,,,,FALSE
nam-ay,nam-AY,adj,easy,,Ashe nam-ay ja biag.,There's no easy life.,,FALSE
namat,nah-MAT,v,imitate,,,,,FALSE
namtan,nam-TAM,v,taste,,,,,FALSE
nan-aadiyayan,,,,,,,,TRUE
nan-antohos,nan-an-toh-HOS,v,wearing glasses,,,,,FALSE
nan-apsol,,,,,,,,TRUE
nan-asol,nan-ah-SOL,v,fetched water,,,,,FALSE
nan-cabdong,nan-kab-DONG,v,swam,,,,,FALSE
nan-emot,nan-uh-MOT,v,hid,,,,,FALSE
nan-ingnges,nan-ee-NGUHS,av,"alike, the same, similar, identical",,,,,FALSE
nan-ingshas,nan-eeng-SHAS,av,"simultaneously, at the same time",,,,,FALSE
nan-ubda,nan-OOB-dah,,worked,,,,,FALSE
nan-ulop,NAN-oo-lop,v,went together,,,,,FALSE
nanang,nah-NANG,n,mother,,Eshakel e buwek nen nanang ko jen emputi. | Ebadeg e digat nen nanang niman jen  ashe las tatang.,"My mother has so many white hair. | The life of my mother was hard, when our father past away.",,FALSE
nanbisak,,,,,,,,TRUE
nanbulo,nan-BOO-loh,v,washed one’s hands,,,,,FALSE
nandasin,NAN-dah-sin,v,had more than anybody else,,En amis numan e Dipig ja balat nu may shek-shek.,Dipig' banana is delicious when boiled.,,FALSE
nandavos,NAN-dah-vos,adj,nude,,,,,FALSE
nangis,nah-NGIS,n/v,cry,,,,,FALSE
nankamalian,,,,,,,,TRUE
nansenemek,,,,,,,,TRUE
nanshanag,nan-sha-NAG,,worried,,,,,FALSE
nansulat,nan-SOO-lat,,wrote,,,,,FALSE
nansuwan,nan-soo-WAN,v,gwa-SAY,,,,,FALSE
nantifon,nan-tee-FON,v,"united, mated, married",,,,,FALSE
nantih’ko,nan-TEE-koh,adj,"crooked, curved",,,,,FALSE
nantulagan,,,,,,,,TRUE
naptang,nap-TANG,v,"warmed up, heated",,,,,FALSE
nay,,,,,Nay arague e eskwedaan ko. | Naytuhi numan nay mulaan to isunga etuwang ni powek.,"The school is too far. | It was planted on a shallow ground, that's is why it fell during the storrm.",,TRUE
nay-arague,nay-ah-RAG-weh,n,It is far,,,,,FALSE
nay-aravi,,,,,,,,TRUE
nay-askang,nay-as-KHANG,adj,"near, nearby",,,,,FALSE
nay-esek,nay-uh-SUHK,v,planted,,,,,FALSE
nay-olai,nay-oh-LAY,v,was/were abandoned,,,,prefix nay- + olai; stress stays on -lai,FALSE
